returned,price,discount_pct,shipping_days,late_delivery,category,device,membership,prior_returns,prior_purchases,region
0,147.41,0.25,5,0,Home,Mobile,None,0,5,S
1,60.46,0.1,4,1,Shoes,Mobile,None,1,8,S
0,44.01,0.21,1,0,Shoes,Desktop,Gold,2,3,NE
0,71.71,0.23,3,1,Apparel,Desktop,None,0,2,West
0,45.85,0.43,2,0,Apparel,Desktop,None,2,27,S
0,188.68,0.14,3,0,Electronics,Desktop,Silver,2,9,NE
0,236.8,0.21,4,1,Home,Mobile,None,0,2,S
0,63.15,0.03,4,0,Beauty,Desktop,None,0,5,S
1,77.48,0.33,5,1,Apparel,Desktop,Silver,0,4,S
0,32.72,0.36,4,1,Apparel,Mobile,Silver,0,3,MW
0,17.88,0,2,0,Apparel,Desktop,Gold,0,11,MW
1,78.51,0.26,4,0,Shoes,Desktop,None,0,10,MW
1,52.05,0.11,1,0,Apparel,Mobile,None,0,3,NE
0,70.69,0.07,4,1,Apparel,Desktop,Gold,0,1,West
0,54.26,0.04,4,1,Shoes,Desktop,None,0,0,West
0,21.78,0.23,3,0,Apparel,Desktop,None,0,9,West
1,44.55,0.19,4,1,Shoes,Mobile,Gold,1,5,NE
0,290.91,0.19,3,1,Electronics,Desktop,Gold,0,8,S
0,44.08,0.19,6,1,Beauty,Desktop,None,0,6,West
1,28.25,0.38,2,0,Apparel,Desktop,Silver,2,8,S
0,164.89,0.2,2,0,Home,Mobile,Gold,0,7,S
0,56.32,0.17,4,1,Beauty,Desktop,Gold,0,6,S
0,46.36,0.22,3,0,Home,Mobile,None,0,1,S
0,44.53,0.47,1,0,Apparel,Mobile,Gold,2,27,NE
1,72.97,0.23,2,0,Beauty,Mobile,Silver,0,10,MW
1,35.64,0.29,4,0,Apparel,Desktop,None,0,1,MW
1,103.24,0.1,3,0,Electronics,Mobile,None,0,8,NE
0,285.04,0.13,2,0,Electronics,Mobile,Gold,1,8,MW
0,158.59,0.19,4,0,Home,Desktop,None,0,4,MW
1,170.19,0,4,1,Home,Mobile,None,1,2,West
0,25.18,0.2,4,0,Beauty,Mobile,Silver,1,9,MW
1,45.89,0.46,2,0,Beauty,Desktop,Gold,0,4,S
0,79.01,0.17,3,1,Home,Mobile,None,0,2,NE
1,34.37,0.1,4,1,Apparel,Mobile,None,0,1,S
1,30.75,0.13,2,0,Beauty,Desktop,None,0,2,NE
0,50.29,0.25,1,0,Apparel,Mobile,Gold,1,20,NE
0,161.7,0.36,1,0,Home,Desktop,Gold,3,16,NE
0,311.13,0.12,1,0,Electronics,Mobile,Gold,2,10,NE
1,27.42,0.23,5,0,Apparel,Desktop,Silver,1,9,West
0,55.5,0.25,1,0,Apparel,Mobile,Gold,1,16,West
0,20.38,0.16,2,0,Beauty,Mobile,None,0,4,NE
0,29.97,0.39,4,1,Apparel,Mobile,Silver,1,8,NE
1,54.22,0.22,3,0,Apparel,Desktop,None,0,5,MW
1,41.74,0.19,5,1,Beauty,Desktop,None,1,4,MW
0,29.34,0.36,2,1,Beauty,Desktop,None,0,3,NE
0,163.57,0.09,2,1,Electronics,Desktop,Gold,1,13,NE
0,53,0.14,3,0,Apparel,Desktop,Silver,0,1,S
0,51.87,0.29,3,0,Apparel,Mobile,None,0,6,S
1,56.5,0.31,2,0,Apparel,Mobile,Gold,0,8,West
0,25.54,0.02,4,1,Beauty,Mobile,None,0,1,MW
1,28.68,0.23,4,1,Beauty,Mobile,None,0,1,West
0,224.79,0.08,3,0,Electronics,Desktop,None,1,1,MW
0,93.72,0.13,2,0,Shoes,Desktop,Silver,0,6,MW
1,85.67,0.21,2,0,Shoes,Mobile,None,0,1,S
0,33.7,0.26,3,0,Beauty,Mobile,None,0,4,NE
0,182.61,0.11,3,0,Electronics,Desktop,Silver,0,5,West
0,69.36,0.2,1,1,Shoes,Desktop,Silver,0,2,NE
1,21.68,0.35,4,0,Apparel,Mobile,Silver,0,0,West
1,44.75,0.5,3,0,Beauty,Desktop,Silver,0,6,S
1,34.66,0.36,4,1,Apparel,Desktop,None,0,2,S
0,19.31,0.2,2,0,Apparel,Mobile,Gold,1,7,S
1,199.27,0.08,2,0,Electronics,Mobile,Silver,0,3,MW
0,144.54,0.23,5,0,Home,Desktop,Silver,0,5,S
0,25.64,0.06,5,1,Apparel,Mobile,Gold,0,7,MW
0,58.82,0.35,5,0,Apparel,Desktop,None,1,5,MW
0,212.22,0.1,3,1,Electronics,Desktop,Silver,0,2,NE
0,89.53,0.18,1,0,Apparel,Desktop,Silver,1,8,NE
0,64.84,0.22,2,0,Apparel,Mobile,Silver,0,2,MW
0,152.92,0.2,3,1,Home,Desktop,Gold,1,10,S
0,67.73,0.14,6,0,Apparel,Desktop,Silver,0,6,West
0,231.06,0.22,2,1,Electronics,Desktop,Silver,1,13,West
0,54.75,0.3,4,0,Apparel,Mobile,Gold,2,8,S
0,137.23,0.21,4,1,Home,Desktop,Gold,1,6,MW
0,85.55,0.1,4,0,Home,Mobile,Silver,0,5,NE
0,53.16,0.09,4,1,Apparel,Mobile,Gold,0,4,S
1,65.04,0.27,7,1,Apparel,Mobile,None,0,4,West
0,122.16,0.06,3,0,Shoes,Mobile,Silver,0,10,MW
0,33.61,0.16,4,0,Beauty,Mobile,Silver,0,8,S
1,86.37,0.24,3,0,Apparel,Mobile,Silver,1,5,West
0,205.37,0,2,0,Home,Mobile,None,0,1,NE
0,41.26,0,4,1,Apparel,Mobile,None,2,4,West
0,191.59,0.01,3,1,Home,Desktop,Silver,0,8,MW
0,58.36,0.2,3,0,Beauty,Mobile,None,0,0,S
0,60.92,0.18,2,0,Shoes,Desktop,Silver,0,4,MW
1,89.42,0.26,4,1,Home,Mobile,None,0,3,S
0,60.08,0.08,3,0,Apparel,Desktop,Silver,0,2,NE
0,41.77,0.24,2,0,Beauty,Desktop,Gold,0,3,S
1,39.94,0.26,2,0,Beauty,Desktop,Gold,1,10,S
0,37.4,0.19,3,1,Apparel,Desktop,None,0,4,NE
1,143.17,0.04,1,0,Home,Mobile,Gold,0,6,NE
0,121.37,0.07,3,0,Electronics,Mobile,Gold,0,8,S
0,33.23,0.28,3,0,Apparel,Desktop,None,0,1,NE
1,42.98,0.3,5,0,Apparel,Mobile,Silver,0,6,West
0,62.24,0.29,5,0,Beauty,Mobile,Gold,0,5,MW
0,151.3,0.15,1,0,Home,Mobile,Gold,1,17,S
0,120.67,0.28,3,1,Home,Mobile,None,0,2,S
0,175.64,0.12,2,0,Electronics,Mobile,Silver,0,5,West
1,76.76,0.17,4,0,Apparel,Mobile,None,1,4,S
0,340.22,0,3,1,Electronics,Mobile,Silver,0,3,West
0,61.96,0.28,5,0,Apparel,Desktop,Silver,0,2,S
0,32,0.21,3,1,Apparel,Desktop,None,0,0,West
0,63.22,0.32,3,0,Apparel,Desktop,Silver,0,3,MW
0,51.12,0.4,3,0,Apparel,Mobile,Silver,0,7,MW
0,156.82,0.03,3,0,Electronics,Mobile,Silver,0,2,NE
0,166.52,0.3,2,0,Home,Desktop,Silver,0,3,S
1,97.64,0.02,5,1,Home,Mobile,None,1,4,S
0,29.2,0.19,1,0,Beauty,Mobile,Gold,1,18,S
0,50.74,0.44,4,0,Beauty,Desktop,Gold,0,2,S
1,35.52,0.38,4,0,Apparel,Desktop,Silver,0,1,West
1,61.6,0.2,3,0,Shoes,Mobile,Gold,1,7,NE
1,61.56,0.13,4,1,Shoes,Mobile,None,0,11,S
0,57.48,0.28,1,0,Shoes,Mobile,None,0,1,NE
1,34.58,0.26,3,1,Beauty,Mobile,Silver,0,1,S
0,45.14,0.07,3,0,Shoes,Mobile,Silver,0,9,S
0,103.14,0.25,1,0,Apparel,Mobile,Gold,0,4,S
0,165.04,0.27,5,1,Home,Mobile,None,0,0,West
0,288.38,0.13,1,0,Electronics,Mobile,Silver,0,1,MW
1,16.82,0.26,3,0,Apparel,Mobile,None,0,3,S
1,30.8,0.22,3,0,Apparel,Desktop,None,0,2,NE
0,46.45,0.36,2,0,Apparel,Desktop,Silver,1,7,MW
0,45.88,0.45,3,1,Beauty,Mobile,Gold,2,14,West
1,127.29,0.17,3,1,Home,Mobile,None,1,4,MW
0,150.4,0.24,1,0,Electronics,Desktop,Silver,0,7,NE
1,62.23,0.27,4,1,Apparel,Desktop,Silver,0,9,West
0,20,0.23,1,0,Beauty,Desktop,Silver,0,3,West
1,60.9,0.26,2,0,Beauty,Mobile,None,0,1,NE
0,34.46,0.28,2,0,Beauty,Mobile,None,0,7,NE
0,168.68,0.05,2,0,Electronics,Desktop,None,0,3,NE
0,67.51,0.06,1,0,Apparel,Desktop,Gold,0,10,NE
0,29.64,0.24,2,1,Apparel,Desktop,Silver,0,1,MW
0,210.14,0.17,3,0,Electronics,Desktop,Silver,0,0,S
0,215.47,0,2,0,Electronics,Desktop,None,1,9,West
1,203.11,0.09,5,1,Electronics,Mobile,Gold,2,18,S
1,64.56,0.33,4,1,Apparel,Mobile,None,0,3,S
0,41.34,0.18,4,0,Apparel,Desktop,None,0,5,NE
1,87.05,0.07,3,0,Shoes,Mobile,Gold,0,12,NE
0,50.16,0.22,2,0,Apparel,Mobile,Silver,0,2,NE
1,63.42,0.03,3,0,Home,Mobile,Gold,0,7,MW
0,89.84,0.16,2,0,Shoes,Mobile,None,0,2,S
0,93.26,0.28,2,0,Apparel,Mobile,Gold,0,9,NE
1,36.03,0.07,5,0,Beauty,Desktop,Gold,2,23,West
0,51.16,0.37,3,0,Apparel,Desktop,Silver,0,0,MW
0,49.54,0.33,4,0,Beauty,Mobile,Silver,0,6,West
0,187.71,0.17,5,0,Electronics,Mobile,None,1,7,S
0,132.17,0.11,4,0,Home,Desktop,Silver,0,0,S
0,42.18,0,1,0,Home,Mobile,None,0,3,NE
0,64.65,0.1,3,0,Home,Mobile,Gold,2,19,NE
1,52.29,0.35,3,0,Beauty,Mobile,None,0,1,MW
0,203.34,0,3,0,Home,Mobile,Gold,1,8,S
0,263.29,0.11,3,0,Electronics,Desktop,None,2,5,NE
1,57.02,0.21,2,0,Beauty,Mobile,Gold,2,16,NE
0,127.27,0.11,6,0,Home,Desktop,None,0,2,West
0,51.54,0.26,2,1,Beauty,Desktop,Silver,0,2,MW
0,38.8,0.07,4,0,Beauty,Desktop,None,0,3,NE
0,74.86,0,4,0,Apparel,Mobile,Silver,0,11,West
0,257.35,0.26,3,1,Electronics,Mobile,Gold,0,7,West
0,43.21,0.14,3,0,Apparel,Mobile,Gold,2,16,MW
0,31.46,0.32,4,0,Beauty,Mobile,None,1,5,West
0,39.38,0.18,1,0,Beauty,Desktop,None,0,0,NE
1,23.56,0.24,6,1,Beauty,Mobile,Silver,0,4,West
0,123.22,0.16,2,0,Home,Desktop,Silver,0,2,NE
0,169.55,0.21,3,0,Home,Mobile,Gold,1,9,MW
0,62.11,0.22,3,0,Apparel,Mobile,Silver,0,4,MW
0,258.59,0,5,1,Electronics,Desktop,None,0,0,S
1,122.83,0.18,5,1,Home,Desktop,None,0,1,NE
0,115.02,0,2,0,Home,Desktop,None,0,2,NE
0,212,0,3,0,Electronics,Mobile,Gold,0,9,S
0,163.79,0.02,1,0,Home,Desktop,Silver,0,5,NE
1,31.55,0.04,3,1,Beauty,Mobile,None,0,1,MW
0,138.94,0.17,4,1,Home,Desktop,None,1,4,MW
0,51.96,0.25,1,0,Apparel,Desktop,Gold,0,4,MW
1,32,0.06,4,0,Apparel,Desktop,None,0,3,MW
1,66.64,0.13,3,1,Shoes,Desktop,Silver,2,12,West
0,44.78,0.09,3,1,Shoes,Desktop,None,0,3,West
0,64.33,0.09,4,0,Home,Mobile,Silver,0,11,S
1,53.48,0.24,3,0,Shoes,Desktop,Gold,2,12,S
0,28.72,0.13,4,1,Beauty,Mobile,Silver,0,5,S
0,181.98,0.2,3,0,Home,Desktop,None,0,3,NE
0,66.02,0.26,3,0,Beauty,Mobile,None,0,0,MW
0,135.78,0.27,5,1,Home,Mobile,Silver,1,4,S
0,55.48,0.25,5,0,Beauty,Desktop,Silver,0,5,West
0,324.41,0.04,2,0,Electronics,Desktop,Gold,2,17,S
1,15.82,0.16,2,1,Beauty,Desktop,Silver,0,7,MW
0,61.19,0.12,2,0,Beauty,Mobile,Gold,0,31,S
0,200.61,0.09,1,1,Electronics,Desktop,None,0,4,S
0,29.91,0.39,3,0,Apparel,Mobile,Gold,0,12,West
0,575.52,0.28,4,0,Electronics,Mobile,None,0,4,MW
1,34.51,0.27,6,1,Apparel,Desktop,None,0,1,West
0,136.89,0.11,4,0,Shoes,Desktop,Silver,0,4,NE
0,51.02,0.14,4,0,Apparel,Desktop,Gold,1,6,West
0,34.64,0.24,3,0,Beauty,Desktop,None,0,1,MW
0,32.98,0.3,2,0,Beauty,Desktop,None,1,0,NE
0,128.06,0.07,5,1,Electronics,Desktop,Gold,0,8,S
1,70.04,0.36,4,0,Apparel,Mobile,Silver,0,2,S
1,149.26,0,5,0,Home,Desktop,Silver,0,6,MW
0,117.36,0.09,1,0,Home,Mobile,Gold,0,8,NE
0,109.49,0.11,3,0,Home,Mobile,Silver,0,7,NE
1,175.32,0.19,2,0,Electronics,Desktop,None,0,4,NE
0,216.12,0.17,2,0,Electronics,Mobile,None,1,12,NE
0,57.79,0.2,4,0,Shoes,Desktop,Silver,0,1,NE
0,302.69,0.05,3,1,Electronics,Mobile,Silver,0,3,West
1,134.77,0.29,4,0,Shoes,Desktop,None,0,2,NE
0,59.22,0.24,3,1,Apparel,Desktop,Gold,0,8,West
1,70.3,0.12,5,1,Shoes,Mobile,None,0,2,West
0,135.03,0.1,3,0,Home,Desktop,Gold,1,12,MW
0,42.79,0.35,2,1,Apparel,Desktop,Gold,0,13,MW
0,111.36,0,4,1,Electronics,Desktop,None,0,2,NE
0,28.8,0.12,1,0,Beauty,Mobile,Silver,0,5,NE
0,23.86,0.29,3,0,Beauty,Desktop,None,0,2,S
0,58.31,0.25,5,1,Beauty,Desktop,None,0,2,MW
0,92.27,0.05,4,1,Shoes,Mobile,None,0,2,West
0,28.74,0.09,2,0,Beauty,Desktop,Silver,0,2,MW
0,103.35,0.14,2,0,Electronics,Mobile,Gold,0,20,NE
0,94.23,0.23,3,0,Home,Desktop,Silver,0,9,West
0,48.21,0.09,3,0,Beauty,Desktop,Gold,2,7,West
0,268.59,0.14,3,0,Electronics,Mobile,None,2,16,NE
0,150.46,0.01,3,0,Home,Mobile,Gold,0,4,S
0,389.09,0,3,0,Electronics,Mobile,Gold,0,3,NE
0,87.16,0.05,4,0,Home,Mobile,Silver,0,0,S
0,137.22,0.17,5,0,Electronics,Desktop,None,0,7,MW
0,70.72,0.15,1,0,Apparel,Mobile,Gold,1,6,S
0,46.48,0.24,2,0,Apparel,Desktop,Gold,1,11,West
1,66.32,0.11,2,0,Shoes,Mobile,None,0,5,NE
1,141.87,0.08,3,0,Electronics,Desktop,Silver,0,4,NE
0,45.43,0.47,2,0,Apparel,Mobile,Gold,1,8,S
1,103.77,0.13,5,1,Home,Desktop,None,0,2,S
0,231.08,0.1,2,0,Electronics,Desktop,None,0,8,MW
0,126.55,0.29,3,0,Electronics,Mobile,Gold,0,14,MW
0,18.96,0.22,2,0,Beauty,Mobile,Silver,1,9,West
0,88.02,0.41,2,0,Shoes,Mobile,Gold,0,6,S
0,98.77,0.25,5,0,Shoes,Mobile,Silver,0,7,MW
1,65.34,0.15,5,0,Home,Mobile,None,0,7,West
0,283.31,0.04,4,0,Electronics,Mobile,Gold,2,34,MW
0,61.89,0.31,5,0,Apparel,Desktop,None,0,3,S
0,102.54,0.27,2,0,Home,Mobile,Gold,2,17,MW
1,16.44,0.38,3,0,Apparel,Desktop,None,0,2,West
0,79.38,0.23,6,1,Home,Desktop,Gold,1,5,West
1,23.82,0.25,3,1,Apparel,Mobile,Gold,3,21,West
0,33.18,0.29,4,0,Apparel,Mobile,Gold,0,11,West
0,117.4,0.1,3,0,Home,Desktop,Gold,1,5,MW
0,117.84,0.1,6,0,Shoes,Mobile,Gold,1,9,West
1,191.48,0,3,0,Electronics,Mobile,Gold,1,11,S
0,110.75,0.08,3,0,Shoes,Desktop,Silver,0,5,West
0,67.17,0.28,2,0,Apparel,Desktop,Silver,0,1,West
1,39.02,0.09,2,0,Apparel,Desktop,Silver,0,2,MW
0,17.23,0.19,3,1,Beauty,Mobile,None,0,5,S
0,18.26,0.16,4,1,Beauty,Desktop,Gold,0,4,West
1,79.45,0.33,4,1,Apparel,Desktop,Gold,0,2,S
0,268.41,0.1,4,0,Electronics,Desktop,Silver,0,8,S
0,74.77,0.05,3,0,Shoes,Mobile,Silver,0,13,MW
0,181.91,0.14,1,0,Electronics,Desktop,None,0,1,NE
0,108.92,0.33,4,1,Home,Mobile,Silver,0,7,S
1,37.3,0.17,5,0,Apparel,Mobile,Silver,0,1,West
0,51.81,0.27,6,1,Apparel,Mobile,Gold,0,12,West
1,65.67,0.11,4,1,Apparel,Desktop,None,0,3,MW
0,66.09,0.13,5,0,Home,Desktop,None,1,4,West
0,27.62,0.26,2,0,Apparel,Mobile,Gold,0,3,NE
0,250.8,0.03,3,0,Electronics,Mobile,None,0,2,S
0,34.71,0.21,2,0,Beauty,Mobile,Silver,1,7,MW
0,111.78,0.04,2,0,Home,Mobile,Gold,0,12,MW
0,93.78,0.16,2,0,Home,Mobile,None,0,0,S
1,40,0.23,2,0,Apparel,Desktop,Gold,1,18,S
0,108.43,0.06,1,0,Home,Desktop,None,0,4,NE
0,212.1,0.21,2,0,Electronics,Mobile,None,0,1,NE
1,111.3,0.25,5,1,Shoes,Desktop,Gold,2,19,S
0,149.07,0.19,3,0,Shoes,Desktop,Silver,0,1,MW
1,81.64,0.2,4,1,Home,Mobile,None,0,1,S
1,67.19,0.35,2,0,Shoes,Mobile,Gold,1,7,S
0,97.96,0.16,3,0,Home,Desktop,Silver,0,3,West
1,88.81,0.31,4,0,Shoes,Mobile,Gold,3,17,West
1,368.97,0.03,4,0,Electronics,Mobile,Gold,0,11,NE
1,45.99,0.17,4,0,Beauty,Desktop,None,0,0,S
1,299.7,0.21,6,1,Electronics,Desktop,None,0,3,West
0,251.34,0.28,2,0,Electronics,Desktop,None,0,2,NE
0,59.75,0,1,0,Apparel,Mobile,None,0,1,NE
0,72.18,0.2,3,0,Home,Mobile,Silver,0,4,West
1,103.9,0,3,1,Electronics,Mobile,Gold,0,5,West
0,141.67,0.18,4,0,Electronics,Mobile,None,0,1,S
0,56.71,0.21,2,0,Apparel,Mobile,None,0,3,NE
1,67.16,0.26,7,1,Shoes,Desktop,None,0,0,S
0,35.96,0.33,2,0,Apparel,Mobile,None,0,0,MW
0,40.97,0.24,6,1,Apparel,Mobile,None,0,1,MW
0,45.64,0.25,2,1,Apparel,Desktop,Silver,0,0,MW
0,473.81,0,2,0,Electronics,Desktop,Silver,1,8,NE
1,106.86,0.26,3,0,Shoes,Mobile,None,0,1,NE
1,90.69,0.09,5,1,Shoes,Mobile,None,0,2,S
0,185.86,0.05,5,0,Home,Desktop,None,0,3,West
0,90,0.17,2,1,Shoes,Mobile,Gold,1,6,MW
0,100.16,0.3,2,0,Home,Mobile,None,0,1,West
1,115.25,0.15,2,0,Electronics,Desktop,Silver,0,16,MW
1,141.53,0.17,3,0,Shoes,Desktop,None,0,0,NE
1,160.84,0.2,4,0,Home,Mobile,Silver,2,20,S
0,117.68,0.37,1,0,Home,Mobile,Gold,1,11,S
0,265.79,0.05,2,0,Electronics,Mobile,None,0,3,NE
1,189.74,0.23,3,1,Electronics,Mobile,Silver,0,7,NE
0,65.31,0.35,3,0,Shoes,Mobile,None,0,4,West
0,33.01,0.07,4,0,Beauty,Desktop,Silver,0,2,West
0,259.24,0.06,2,0,Electronics,Desktop,Silver,0,4,West
0,152.62,0.08,5,0,Home,Mobile,None,0,6,West
0,288.71,0.21,2,0,Electronics,Mobile,Silver,0,7,S
0,425.4,0.2,3,1,Electronics,Mobile,Silver,1,3,S
0,238.38,0.03,4,0,Electronics,Mobile,None,0,8,NE
1,53.5,0.24,1,0,Beauty,Desktop,None,0,4,NE
0,109.66,0.11,2,0,Electronics,Desktop,Gold,0,3,NE
0,21.44,0.33,7,1,Beauty,Mobile,None,0,0,West
0,111.3,0.19,4,1,Home,Desktop,None,0,2,S
1,212.14,0.2,3,0,Home,Desktop,Gold,0,1,NE
0,30.38,0.2,3,1,Beauty,Desktop,None,0,2,West
0,71.65,0.12,4,1,Shoes,Mobile,Silver,0,9,West
0,282.58,0,3,0,Electronics,Desktop,None,1,2,S
0,63.39,0.27,1,1,Beauty,Desktop,Gold,1,9,S
0,251.99,0.36,1,0,Electronics,Mobile,Silver,0,2,NE
0,273.13,0,2,0,Electronics,Mobile,Silver,0,4,West
1,50.51,0.23,4,0,Apparel,Desktop,Silver,1,8,MW
1,42.96,0.17,4,1,Apparel,Mobile,Gold,3,18,MW
0,37.45,0.09,3,0,Beauty,Mobile,None,0,0,S
0,112.42,0.18,3,0,Home,Desktop,Gold,0,3,MW
0,107.04,0.11,3,0,Home,Mobile,Silver,0,4,S
0,121.49,0.02,2,0,Shoes,Desktop,None,0,4,NE
1,180.46,0.27,3,0,Electronics,Desktop,Gold,0,17,NE
1,72.4,0.25,2,0,Beauty,Mobile,Gold,0,15,MW
1,64.62,0.05,2,1,Beauty,Mobile,Gold,0,6,S
0,26.01,0.22,5,0,Apparel,Desktop,Silver,0,3,West
0,249.23,0.11,3,1,Electronics,Desktop,Gold,2,11,S
1,24.82,0.18,3,0,Apparel,Mobile,Silver,1,3,MW
0,32.68,0.23,3,0,Beauty,Mobile,None,1,4,S
0,222.4,0.15,3,0,Home,Mobile,Silver,1,2,MW
0,63.41,0.16,2,0,Shoes,Desktop,None,0,0,NE
0,103.75,0,5,1,Home,Desktop,Gold,0,10,West
0,117.42,0.14,4,1,Home,Desktop,None,0,0,West
0,91.93,0.1,2,0,Electronics,Desktop,Gold,1,8,West
0,62.03,0.3,1,0,Shoes,Desktop,Gold,0,2,MW
0,38.31,0.37,3,0,Apparel,Mobile,Gold,0,3,MW
0,93,0.24,3,1,Home,Desktop,None,0,0,MW
0,50.82,0.4,3,0,Beauty,Mobile,Gold,0,2,S
0,153.18,0.1,3,0,Electronics,Desktop,Gold,0,8,NE
0,31.53,0.14,3,0,Apparel,Desktop,None,0,0,NE
0,43.12,0.16,2,1,Beauty,Desktop,Gold,2,6,NE
1,132.99,0.07,1,0,Home,Mobile,Gold,0,3,NE
0,54.42,0.22,2,0,Beauty,Desktop,Gold,1,11,NE
0,136.76,0.3,5,0,Home,Desktop,None,2,8,MW
1,14.65,0.39,3,1,Beauty,Mobile,Silver,0,0,West
0,54.85,0.32,3,1,Beauty,Desktop,Gold,2,17,MW
1,381.44,0.12,3,1,Electronics,Desktop,Gold,1,25,S
1,112.8,0.2,1,0,Home,Mobile,None,0,0,S
1,40.08,0.44,1,0,Apparel,Mobile,Silver,1,6,NE
0,86.7,0.19,3,0,Shoes,Desktop,None,0,3,NE
0,60.17,0.21,2,0,Shoes,Desktop,Gold,0,1,S
0,42.48,0.31,1,0,Apparel,Mobile,Gold,1,11,S
0,35.35,0.03,2,0,Beauty,Mobile,Silver,0,5,NE
0,143.49,0.07,2,0,Home,Desktop,Silver,1,5,S
0,28.84,0.26,5,0,Apparel,Desktop,Silver,1,8,S
0,44.92,0.1,6,1,Beauty,Desktop,None,0,3,West
1,69.66,0.39,4,1,Apparel,Mobile,None,0,0,NE
0,27.57,0.28,1,0,Apparel,Desktop,Silver,1,5,S
1,93.14,0.22,3,1,Home,Mobile,None,0,4,S
0,26.94,0.32,2,0,Beauty,Desktop,None,1,7,S
0,145.06,0.07,2,0,Home,Mobile,Gold,0,12,S
1,113.03,0,2,0,Shoes,Desktop,None,0,6,West
1,61.25,0.24,3,1,Shoes,Mobile,Gold,0,6,West
0,128.52,0.19,1,0,Shoes,Desktop,Gold,1,14,NE
0,42.41,0.24,2,0,Beauty,Mobile,Silver,1,13,West
0,87.13,0.18,3,0,Apparel,Desktop,None,0,3,NE
0,39.61,0.2,3,0,Beauty,Mobile,Gold,0,7,West
0,55.71,0.23,7,1,Apparel,Mobile,Gold,0,10,West
0,121.28,0.21,2,0,Shoes,Desktop,Gold,1,28,NE
0,53.21,0.16,2,0,Apparel,Desktop,Silver,0,4,West
0,106.74,0.06,3,0,Electronics,Mobile,Silver,0,4,S
0,115,0.16,3,0,Shoes,Mobile,Gold,2,8,West
0,192.73,0.11,3,0,Electronics,Mobile,Silver,0,6,S
0,26.31,0.31,2,0,Apparel,Mobile,None,0,0,NE
0,61.8,0.1,1,0,Home,Mobile,Silver,0,2,NE
0,92.38,0.25,4,0,Home,Mobile,None,0,2,S
0,80.58,0.21,4,0,Home,Desktop,None,0,4,NE
0,26.4,0.21,4,0,Apparel,Desktop,None,0,6,NE
0,244.91,0.42,2,0,Home,Mobile,Silver,1,13,West
0,91.45,0.09,2,1,Home,Desktop,None,0,0,NE
0,42.83,0.28,1,0,Apparel,Desktop,Silver,0,7,MW
0,55.15,0.25,1,0,Shoes,Desktop,None,0,1,NE
0,86.26,0.25,2,0,Shoes,Mobile,None,0,3,MW
0,33.75,0.17,3,0,Beauty,Desktop,None,0,1,S
1,132.2,0.1,4,1,Home,Desktop,None,0,6,MW
0,143.94,0.05,3,1,Home,Desktop,None,0,1,MW
1,81.35,0.16,3,0,Shoes,Desktop,Silver,0,1,MW
0,25.03,0.07,3,0,Beauty,Mobile,None,0,2,S
1,46.16,0.16,6,1,Apparel,Mobile,None,0,4,MW
0,49.73,0,3,0,Apparel,Mobile,None,0,6,S
1,94.9,0.2,5,1,Shoes,Mobile,Silver,0,3,West
0,20.63,0,4,1,Apparel,Desktop,None,0,1,S
0,125.34,0.28,2,0,Home,Mobile,Silver,0,6,S
0,70.51,0.18,4,0,Apparel,Desktop,None,0,2,S
0,60.37,0.3,4,0,Apparel,Mobile,None,0,4,S
0,105.17,0.16,4,1,Home,Desktop,None,0,1,S
0,52.51,0.24,1,0,Shoes,Mobile,None,2,20,S
0,203.99,0.22,2,0,Shoes,Mobile,Gold,0,10,NE
0,143.01,0.16,1,0,Home,Mobile,Gold,1,7,MW
1,408.85,0.12,5,0,Electronics,Desktop,Silver,0,7,MW
0,88.35,0.25,4,0,Shoes,Mobile,Silver,0,4,West
0,45.54,0.18,2,0,Apparel,Desktop,None,0,2,S
0,70.83,0.07,5,0,Home,Mobile,Silver,0,2,S
0,57.39,0.23,4,0,Apparel,Desktop,Gold,2,25,MW
0,85.63,0.11,6,0,Shoes,Mobile,Gold,0,6,S
1,183.98,0.13,3,0,Home,Mobile,Gold,1,11,MW
0,370.34,0.13,2,0,Home,Mobile,None,0,1,NE
1,42.98,0.36,4,0,Apparel,Desktop,Silver,0,3,NE
1,59.52,0.31,4,1,Apparel,Mobile,Silver,0,4,West
1,96.43,0.13,5,1,Home,Mobile,None,0,6,West
1,65.38,0.1,4,1,Home,Desktop,Gold,0,5,West
0,167.57,0.19,2,0,Home,Mobile,Gold,0,8,S
1,113.47,0.36,1,1,Home,Mobile,Gold,0,12,MW
1,77.95,0.24,2,1,Apparel,Mobile,None,1,13,West
1,170.13,0.04,1,1,Home,Desktop,Gold,0,6,NE
1,113.61,0.25,3,0,Home,Desktop,Gold,0,14,NE
0,42.03,0.24,2,0,Apparel,Mobile,Silver,1,5,MW
0,229.62,0.23,4,1,Home,Desktop,None,0,4,West
0,139.47,0.24,4,0,Home,Desktop,Silver,0,0,West
0,87.01,0.32,3,0,Shoes,Mobile,Silver,0,10,S
0,97.12,0.25,5,0,Apparel,Mobile,Silver,0,2,West
1,95.88,0.06,4,1,Apparel,Desktop,None,0,4,West
0,96.38,0.1,3,1,Home,Mobile,Gold,0,12,MW
0,42.95,0.15,2,1,Apparel,Desktop,Gold,1,24,West
0,99.44,0.18,2,0,Home,Mobile,None,0,2,NE
