sale_price,living_area,overall_qual,year_built,total_bsmt_sf,garage_area,lot_area,full_bath,bedrooms,fireplaces,total_rooms,year_remod
173,1217,7,1990,1188,497,9947,2,3,0,6,1991
152,1595,5,1991,1582,672,11070,2,2,0,5,1991
137.5,1344,6,1958,819,525,14375,1,3,1,7,1958
375,2036,7,1965,2136,513,215245,2,3,2,8,1965
315.5,1620,9,2007,1620,912,12898,2,2,1,6,2008
224.5,1692,7,2009,846,650,13159,2,3,0,6,2009
410,2036,9,2008,2190,780,13438,2,3,1,9,2008
316.5,1641,9,2008,1641,885,14463,2,3,0,7,2008
201,1466,8,2007,1466,610,8925,2,3,0,7,2007
175,1412,6,1988,1392,576,11457,2,3,1,6,1988
204,2237,6,1980,712,440,9839,2,3,1,7,2006
213.5,1479,7,1987,1645,578,14419,2,3,1,7,1989
220,1296,8,2001,1267,471,6853,2,2,0,6,2002
170,2014,7,2003,912,486,9157,2,3,0,9,2003
315,1838,9,2006,1838,765,14601,2,2,1,8,2006
425,1978,9,2007,1978,920,12633,2,2,1,7,2007
139.5,1008,5,1968,1008,384,12518,1,3,0,6,1968
115,1771,5,1960,0,336,21750,1,3,1,9,2006
162,1204,6,1998,1204,412,4500,2,2,0,5,1998
165,1224,6,1999,1224,402,4500,2,2,0,5,1999
91,988,4,1973,462,297,1596,1,2,0,5,1973
130,874,5,1968,864,288,9858,1,3,0,5,1968
86,630,4,1970,630,286,1526,1,1,0,3,2002
160,1404,5,1969,1188,504,13383,2,3,1,7,2000
80,630,4,1970,630,286,1477,1,1,0,3,1970
97,1344,4,1970,546,0,1533,1,3,1,6,2008
88,1092,4,1970,546,286,2217,1,3,0,6,1970
131.9,796,5,1972,796,336,7689,1,2,0,4,1972
131.25,1091,6,1993,384,429,7706,1,2,0,5,1996
165.5,1110,5,1978,1097,602,9101,1,1,1,4,1978
112,833,5,1985,833,0,8780,1,3,0,5,1985
149,883,5,1992,828,698,7669,1,2,1,5,1993
143,1362,5,1993,796,480,14115,1,1,0,5,1995
130,1287,5,1992,624,440,10429,1,3,0,6,1992
196,1567,6,1977,1567,714,9819,2,2,2,5,1977
173,1632,5,1969,784,898,10457,1,4,1,7,1969
176.5,1414,6,1958,1184,601,11029,1,3,1,6,2002
237.5,2117,6,1970,1205,550,12925,2,4,2,7,1970
206.9,2112,6,1969,952,576,11075,2,4,2,9,1969
187.5,1604,6,1997,926,470,8702,2,3,1,7,1998
165,1470,6,1995,680,420,8139,2,3,1,7,1996
195.5,1604,6,1998,926,472,9535,2,3,0,7,1998
192,1638,6,1998,943,472,9042,2,3,2,7,1998
173,1636,6,1996,916,386,15038,2,3,1,7,1996
177.9,1384,5,1996,1348,404,14137,2,3,0,7,1997
175,1446,7,1996,729,406,21872,2,3,1,6,1997
286,1593,8,2001,1593,682,4923,1,0,1,5,2002
247.9,1682,8,1997,1664,528,6264,1,1,1,6,1997
180,1337,8,1993,1337,462,5395,2,2,1,5,1993
180,1280,8,1992,1280,506,5070,2,2,0,5,1992
181,1604,6,1997,926,470,10839,2,3,1,7,1998
183,1633,6,1998,932,460,11184,2,3,1,7,1998
188,1658,6,1995,773,431,8000,2,3,1,8,1996
194.5,1895,7,1994,712,409,10832,2,3,1,7,1996
185,1709,6,1991,836,416,14067,2,3,0,7,1991
189,1228,8,1988,1228,472,4671,2,2,1,5,1989
188.5,1337,8,1989,1337,462,5950,2,2,1,5,1989
355,2500,8,2005,1168,683,13543,3,5,1,9,2005
325,2504,9,2005,1122,656,11198,2,4,1,11,2007
387,1884,9,2004,1884,670,15401,2,2,1,7,2004
115,1474,6,1952,1632,495,31220,1,3,2,7,1952
334,1710,9,2007,1710,557,8118,2,2,1,6,2007
133,1488,6,1950,1488,738,47280,2,3,1,6,1950
215,2093,7,1986,791,542,20544,2,3,1,7,1991
226.5,1688,7,1988,1675,528,12680,2,2,1,6,1988
175.5,1422,6,1981,1422,576,12090,2,3,1,7,1981
181.9,1260,7,1983,1260,598,10825,2,3,0,6,1983
235,2064,7,1978,2048,550,18559,2,3,2,7,1978
220,1782,7,1979,1782,551,14450,2,3,1,6,1979
272,2872,6,1977,1330,619,12227,2,4,1,11,1995
161,1211,6,1976,1211,461,13068,2,3,1,6,1976
175,1126,5,1977,1126,540,15611,2,3,0,6,1977
185,2044,7,1980,738,489,10400,2,3,1,7,1988
146.9,1308,5,1969,720,484,9743,1,3,0,7,1969
292.5,2840,7,1978,1420,1314,12511,2,4,2,8,1978
180,1523,6,1976,1193,478,11361,2,3,1,7,1976
159.9,1444,6,1976,1444,473,10400,2,2,1,5,1976
205,1964,7,1976,803,483,10480,2,4,1,8,1976
157,1178,5,1973,1176,439,10000,1,3,1,5,2000
306,2340,8,1996,1236,787,14311,2,4,1,9,1996
133,1792,5,1974,896,480,9000,2,4,0,8,1974
151,1054,6,1969,1054,460,9750,1,3,0,6,1969
111.9,936,4,1969,936,288,10295,1,2,0,4,1969
123,864,5,1971,864,576,7560,1,3,0,5,1971
111.25,864,4,1972,864,576,12735,1,3,0,5,1972
181,1337,6,1998,1405,511,4060,2,2,0,5,1999
103.4,987,6,1973,483,264,1680,1,2,0,5,1973
100,987,6,1973,483,264,1680,1,2,0,5,1973
100.5,987,6,1972,483,352,1890,1,2,0,5,1972
106,987,6,1970,483,280,1869,1,2,0,5,1970
85.4,987,6,1971,483,264,1680,1,2,0,4,1971
89.5,987,6,1971,483,264,1680,1,2,0,5,1971
111.75,1302,5,1972,630,264,1680,2,3,0,6,1972
140,1069,6,1977,1069,440,4043,2,2,0,4,1977
143,1456,6,1975,855,460,2308,2,4,0,7,1975
148.5,1055,7,1977,1055,440,2529,2,2,0,4,1977
110,892,5,1966,864,264,9477,1,3,0,5,1966
394.617,1932,8,2008,1932,774,12444,2,2,1,7,2008
426,2332,10,2007,1682,846,12474,2,3,1,9,2008
385,2084,10,2007,2078,1220,14803,2,2,1,7,2008
446.261,2713,9,2008,1452,858,14948,2,3,1,11,2008
317.5,1582,8,2007,1582,905,12704,2,3,0,7,2007
372.402,1710,8,2007,1710,866,13891,2,2,1,6,2008
417.5,2464,8,2007,2418,650,13693,2,4,1,9,2007
383,1950,9,2007,1950,706,14418,2,2,1,7,2007
390,2748,9,2006,1850,850,13418,2,4,1,9,2006
460,2790,10,2005,1620,1150,12539,2,4,1,10,2006
379,2331,9,2005,1414,1003,12151,2,3,1,9,2005
250,2088,8,2007,948,656,8899,2,4,1,10,2007
316,2332,8,2004,1148,756,10574,2,4,1,9,2004
615,2470,10,2003,2535,789,12720,1,1,2,7,2003
412.5,2668,9,2003,1572,726,13688,2,3,2,10,2004
284,2046,7,2003,998,871,10625,2,3,1,8,2004
284,1575,8,2003,1603,732,10845,2,2,1,7,2004
421.25,2649,8,2001,1479,746,16900,2,4,1,10,2002
370,2690,8,2003,1765,795,16451,2,4,1,9,2003
336.86,1866,9,2008,1858,870,10110,2,2,1,7,2008
367.294,1702,9,2008,1702,1052,8769,1,1,1,7,2008
192,1367,7,2005,1367,484,12304,2,2,1,6,2005
274,1518,8,2003,1518,588,12677,1,1,1,6,2004
266,1684,9,2005,1684,564,8849,2,2,1,6,2005
370.967,1800,9,2007,1800,944,8232,2,2,1,6,2008
234.25,1342,8,2006,1342,550,6240,2,2,1,6,2007
219.5,1342,8,2006,1342,550,6240,2,2,1,6,2007
155,1626,7,2003,764,474,2448,2,2,0,6,2004
154,1626,7,2003,764,474,2448,2,2,0,6,2004
207,1358,7,2004,1358,484,8198,2,2,1,6,2004
195,1455,7,2003,1415,644,3940,2,2,1,6,2003
219.99,1576,7,2004,1393,668,3940,2,2,1,7,2004
191,1504,7,2005,1346,437,3182,2,2,1,7,2006
159.895,1266,7,2007,1266,388,3182,2,2,1,6,2007
187.687,1246,7,2007,1146,428,3710,2,2,1,5,2008
179,1515,6,2004,789,393,9024,2,3,1,8,2004
193,1593,6,2004,839,398,7415,2,3,1,8,2004
190,1166,7,2005,856,400,9587,2,2,0,5,2005
176,1456,6,2005,728,400,8029,2,3,0,8,2005
188,1720,7,2002,840,400,8010,2,3,1,7,2003
213,1986,7,2003,847,434,8396,2,4,1,9,2003
217.3,1358,7,2007,1350,484,7301,2,2,1,6,2008
186.5,1792,6,2000,936,451,10261,2,3,1,8,2000
226.75,1892,7,2000,982,431,8220,2,3,1,8,2001
184,1490,7,2004,788,388,15384,2,3,1,8,2005
176,1414,7,2002,707,403,7750,2,3,1,6,2002
225,2322,7,1999,1037,400,12460,2,4,1,8,2000
185.9,1651,7,1999,831,450,8390,2,3,1,7,1999
284.5,2199,8,1997,1173,516,9660,2,3,1,9,1997
315,2630,8,1998,1470,696,9200,2,4,1,8,1998
250,2198,8,2000,1145,836,14260,2,4,1,9,2000
291,2172,9,2000,1519,687,11000,2,4,1,8,2000
350,2006,8,1998,1982,938,11675,2,2,1,5,1998
279.5,2125,7,1996,1064,576,10990,2,4,2,12,1997
290,2501,8,1995,1242,751,11929,2,4,1,9,1995
350,2113,8,1995,2109,839,10437,2,2,1,7,1995
341,2418,7,1993,1311,983,10542,2,3,1,9,1994
287.5,2197,7,1993,1080,783,10010,2,4,1,9,1994
271,2127,7,1994,1223,525,10944,2,3,2,5,1994
301.5,1987,8,1994,1986,691,14303,2,2,1,7,1994
235.128,1580,8,2007,1580,830,11932,2,3,0,7,2008
214,1933,6,2007,894,668,14598,2,4,1,9,2007
232,1574,8,2006,1574,824,11957,2,3,1,7,2006
240,1578,7,2006,1578,642,13253,2,3,1,7,2006
264.132,1506,9,2008,1498,592,14587,2,2,1,6,2008
245,1563,8,2007,1563,758,10206,2,3,1,6,2007
227.68,1428,7,2008,1417,554,12274,2,3,0,6,2008
257,1861,8,2007,1341,851,9801,3,3,1,7,2007
297.9,1874,8,2007,955,880,9428,2,3,1,8,2008
247,1460,8,2006,1460,480,10037,2,3,1,6,2007
212.7,1372,8,2007,1363,588,8640,2,3,0,6,2008
250.58,1372,7,2007,1372,529,8640,2,3,0,6,2008
182,1428,7,2007,1428,480,11639,2,3,0,6,2008
226.7,1768,7,2005,866,603,9803,2,3,0,7,2005
250,1992,8,2003,1053,648,9375,2,3,1,9,2004
250,1958,7,2005,1026,936,10625,2,3,1,9,2005
339.75,2078,8,2007,1034,836,10800,2,3,1,8,2008
205.95,1665,7,2007,813,562,8125,2,3,0,7,2007
256,1660,8,2007,1660,660,10625,2,3,1,7,2007
230.348,1218,7,2007,1218,462,7500,2,2,0,6,2008
207.5,1728,6,2003,864,673,8791,2,3,0,7,2003
141,1080,7,2004,1080,0,7500,1,3,0,6,2005
188,1696,6,2003,835,542,10110,2,3,0,7,2003
192.5,1663,7,2003,835,478,12774,2,3,0,8,2004
146,1175,6,2005,1175,0,13072,1,3,0,6,2006
159,1114,5,2004,1114,576,13695,1,3,0,6,2004
155,1114,6,2003,1114,576,13695,1,3,0,6,2004
173,1640,6,2004,798,520,8366,2,3,0,6,2004
170,1162,7,2007,1162,483,9260,2,3,0,6,2007
182,1609,6,1995,754,525,8453,2,3,0,6,1995
163,1680,6,1993,886,474,8480,2,3,0,7,1994
193.5,1679,6,1994,1408,575,8125,2,3,1,7,1998
189,1657,7,1994,832,483,14565,2,3,0,6,1995
190.5,1677,6,2001,827,627,8450,2,3,0,7,2001
175,1737,7,1992,836,506,8285,2,3,0,7,1992
179.2,1294,6,1991,1278,496,7153,2,3,0,6,1991
187,1710,6,1993,832,506,9291,2,3,0,7,1993
193,1617,6,1993,1604,533,8012,2,2,1,5,1994
153.9,1199,6,1993,1199,530,7892,2,2,0,5,1993
128,984,5,1963,984,384,9100,1,3,1,5,1963
144,912,5,1962,912,352,12968,1,2,0,4,1962
135,864,5,1961,864,420,8100,1,3,1,5,2007
115,890,5,1968,890,308,8450,1,3,0,5,1968
119.916,864,5,1963,864,276,6360,1,3,0,5,1963
142,912,6,1961,912,288,6768,1,3,0,5,1996
192,1430,6,1974,1430,484,19508,2,3,2,6,1974
140,1641,5,1972,1001,490,10759,2,4,1,5,1972
290,2683,6,1990,930,473,9205,2,4,2,9,1991
372.5,2786,9,1993,1848,636,11025,2,4,1,10,1994
196,1391,7,2004,1391,530,4282,2,2,0,5,2004
171.9,1250,7,2006,625,625,4017,2,2,0,5,2007
178,1245,7,2004,1235,495,3435,2,1,0,5,2005
165,1200,6,2005,600,480,3180,2,2,0,5,2005
146,1392,7,2007,689,540,3180,2,2,0,5,2007
146,1392,7,2007,689,540,3604,2,2,0,5,2007
179.4,1501,7,1999,744,440,2280,2,3,0,6,1999
172.9,1549,6,1999,744,440,2280,2,3,0,6,1999
300,1638,9,2000,1614,495,4765,2,2,1,5,2000
285,1310,9,2001,1310,545,4538,1,1,1,5,2001
290,1419,9,2001,1419,588,4385,1,2,1,5,2001
305,1557,9,1999,1557,484,4109,2,2,1,5,2000
328.9,1709,9,1999,1698,506,5119,2,2,1,5,2000
160,1252,7,1999,600,462,2160,2,2,0,4,2000
170,1404,7,1999,672,462,2160,2,3,0,5,2000
223,1789,7,2001,858,546,10646,2,3,1,7,2001
170,1586,8,1999,960,480,2645,2,3,0,7,1999
200,1607,8,1999,960,480,2645,2,3,0,7,2000
345,2393,10,1998,970,846,3951,2,2,1,7,1999
245.5,1288,8,1996,1260,500,14963,1,1,2,4,1996
217.5,1239,8,1995,1230,477,11064,1,1,1,4,1995
324,1719,8,1993,1719,473,10846,1,1,2,6,1993
162.5,1232,6,1984,1232,516,11120,2,3,0,6,1984
150,2944,9,1977,994,864,24572,2,3,1,9,1977
290,1671,8,1976,1426,550,16280,3,3,1,6,2007
205,1812,7,2002,952,469,7500,2,3,1,7,2002
174,1682,7,1970,1304,530,10400,2,3,1,7,1970
183,1427,6,1969,1427,516,11104,2,4,0,7,1969
150,1740,6,1968,1740,512,11050,1,4,1,8,1968
145,1258,6,1971,1258,528,11040,2,3,0,5,2004
215,1620,7,1967,1620,578,15387,2,4,1,8,1967
140.5,1625,5,1965,1625,484,9750,2,4,0,8,1965
240,2614,6,1974,1522,624,10800,2,4,1,9,1997
141,1464,5,1968,732,470,8814,1,4,0,7,1968
147,912,5,1965,912,576,8872,1,2,0,5,2008
135,925,5,1965,912,576,8125,1,3,0,5,2005
145,1728,5,1965,1728,576,11072,2,6,0,10,1965
142.6,1728,5,1965,1728,576,13101,2,6,0,10,1965
135,1656,5,1973,1656,506,9246,2,4,0,8,1973
170,1670,7,1971,825,464,13355,1,4,0,7,1971
299.8,2715,8,1976,1142,831,8963,3,4,2,11,1996
185,1876,6,1974,901,540,9120,2,4,1,8,1974
173,1632,6,1966,800,484,9130,1,4,0,7,2000
178.4,999,7,1961,944,588,12122,1,3,0,6,2007
176,1978,7,1968,832,486,9900,2,4,1,9,1968
98,1014,5,1956,0,267,7785,1,2,0,6,1956
109.008,907,4,1957,907,352,8593,1,3,0,5,1957
135.75,952,4,1956,952,283,8475,1,2,0,4,1956
155,1128,5,1963,1120,525,8700,2,3,0,6,1963
180.5,1425,6,1964,1425,576,10175,2,3,1,7,1964
174.9,1165,6,1966,1127,490,9020,1,3,0,6,1966
140,1136,6,1965,1136,384,9200,1,3,1,5,1965
145,1092,6,1964,1092,504,8250,1,3,0,6,1964
179.9,1265,5,1965,1219,502,9350,2,3,1,6,1999
168.5,1350,6,1964,1248,520,9020,1,3,0,6,1964
140,1114,5,1961,1114,451,9900,1,3,0,5,1961
145.5,1053,5,1959,1053,312,10007,1,3,0,5,2006
142,1252,6,1959,1252,528,10721,1,3,0,7,1959
141,1100,4,1960,1100,312,12493,1,3,1,6,1960
153,1118,5,1960,1118,264,11332,1,3,0,6,2000
72.5,720,3,1949,0,287,6627,1,2,0,4,1950
52,729,3,1935,270,0,4130,1,2,0,5,2003
118,1077,5,1939,991,205,7420,1,2,2,5,1950
87,906,4,1937,348,231,4882,1,2,0,5,1950
141.5,1496,5,1960,1296,450,9600,2,3,0,6,1960
119,1252,6,1950,1032,288,9600,1,3,0,6,1950
141.5,1337,5,1950,572,264,9600,1,3,1,7,2006
165.5,1661,6,1955,992,377,9600,1,3,1,8,1996
112.9,1036,5,1953,1036,312,7584,1,3,0,5,1953
201.8,1820,7,1965,864,492,13700,1,4,2,8,1988
163,1362,6,1961,1362,504,10197,1,3,1,6,1961
139.95,1144,5,1961,1144,456,7875,1,3,0,6,1961
174,1537,6,1962,1319,462,8400,1,3,1,7,2005
165,1431,6,1962,1099,296,9150,1,3,1,6,1962
227,1988,6,1966,1104,480,14670,2,4,1,9,1999
135,1098,5,1955,1098,260,7390,1,3,0,6,1955
124,1144,5,1963,1144,336,9204,1,3,0,6,1963
140,1283,5,1962,931,506,7763,1,3,0,6,1980
136.5,1176,5,1957,1176,292,8856,1,3,2,6,1957
185,1440,5,1959,1248,480,9840,2,2,0,7,1998
163,1261,6,1958,1261,433,9120,1,3,1,6,1958
166.8,1570,6,1958,1395,441,13200,1,3,1,5,1958
139,1196,6,1956,1196,297,9000,1,2,1,6,1956
166,1392,6,1957,1392,458,11900,1,3,2,6,1957
136,1080,6,1958,1080,288,9464,1,3,0,5,1958
133,1104,5,1956,1104,384,10425,1,3,0,5,1958
116,882,5,1952,720,240,11556,1,2,0,4,1952
137.5,1152,5,1953,1152,636,9373,1,3,0,6,1953
130,950,5,1953,984,400,12774,1,2,0,5,1953
180,1790,6,1957,998,540,14250,2,3,2,6,1957
139,952,5,1951,952,840,7350,1,2,0,4,1951
110,773,5,1953,773,240,7677,1,2,0,4,1953
100,1764,5,1957,0,301,8838,2,4,1,7,1982
118.5,1216,5,1947,832,336,8480,1,2,0,6,1950
146,1824,5,1957,1824,484,12436,2,5,0,9,1957
89.9,869,4,1948,0,390,10122,1,1,0,3,1950
114,1159,5,1925,747,288,7506,1,3,0,5,1950
140,1558,5,1945,913,288,10930,1,3,1,6,1950
86.9,672,4,1940,672,308,5400,1,2,0,4,2005
139,1436,5,1922,892,1488,10836,1,3,1,7,1950
106.25,1294,4,1900,0,0,10800,2,3,0,7,2000
171,1716,6,1962,858,490,9247,1,4,1,8,1962
139,1044,5,1968,912,372,10180,1,3,1,5,1968
186,1312,7,1958,1312,495,11355,1,3,1,6,2001
157,1253,6,1960,1253,352,10920,1,2,1,5,1960
148,1081,6,1960,1081,401,12929,1,3,0,5,1993
242,2069,7,1960,585,505,27650,2,4,1,9,2007
116,910,5,1953,105,414,8892,1,3,0,5,1996
94,876,5,1951,876,576,7200,1,2,1,5,1951
98.3,1048,5,1950,0,420,7200,1,3,0,7,1950
127,1507,5,1960,1075,404,7910,2,4,0,7,1960
159,1256,5,1959,1256,311,8000,1,3,0,6,1959
125.9,1027,5,1962,1027,299,8000,1,3,0,6,1962
155,1269,5,1960,1269,308,7931,1,3,1,6,1960
138,1320,6,1948,768,576,8064,2,3,0,5,1950
112.5,984,6,1954,936,280,6390,1,2,0,4,1954
105.5,832,6,1954,832,528,7227,1,2,0,4,1954
127.5,1278,6,1954,854,240,7200,1,4,0,6,1954
130,1800,5,1961,1800,0,8513,2,6,0,10,1961
150,1588,5,1955,768,480,7200,1,3,0,6,1967
109.5,825,5,1954,825,350,7200,1,2,0,4,1954
140,1796,6,1963,780,483,7056,1,4,1,8,1963
167.9,1611,6,1964,780,442,9760,1,4,0,7,1964
136.87,1117,5,1963,1117,264,7590,1,3,0,6,1963
143,1133,6,2008,192,308,9836,1,3,0,7,2008
73,764,5,1925,680,504,5232,1,2,0,4,2004
157.5,1539,5,1904,650,686,10440,2,3,1,8,2002
122.6,1323,5,1948,780,400,9184,1,3,0,6,2005
111,1360,5,1910,680,330,4800,1,2,0,6,2003
256,2792,6,1920,1510,520,10440,2,5,2,8,1950
64,672,5,1940,672,256,4800,1,2,0,4,1950
139.5,1456,6,1915,728,308,6000,1,4,0,7,2005
118,1594,4,1910,828,0,11426,2,3,0,9,1996
200,2082,7,2003,1362,484,11426,2,3,0,6,2003
119.164,1656,4,1940,801,440,7628,2,2,0,8,1985
122.25,1740,5,1920,936,225,7308,1,2,1,6,1950
120,1027,7,1920,931,0,5400,1,2,1,5,2006
155,1436,6,1940,884,828,10800,2,3,2,8,1950
78,899,5,1910,481,200,6756,1,2,0,5,1950
95,1080,5,1890,684,0,5914,1,3,0,5,1996
115,789,5,1948,789,250,6000,1,2,0,5,1950
147,1122,5,1948,924,528,12000,1,2,0,6,2005
140,1499,5,1946,904,869,9000,1,3,1,5,1950
46.5,407,2,1946,407,297,7311,1,1,0,3,1950
112.5,928,5,1957,928,288,6000,1,3,0,5,1957
107.9,901,4,1954,901,281,6000,1,2,0,4,2000
65,1588,3,1949,448,0,12205,2,5,0,6,1992
295,3493,7,1880,1470,870,18386,3,3,1,10,2002
139.5,1627,5,1900,797,420,9142,2,4,0,10,2006
153.9,1416,5,1915,876,720,12665,1,4,1,7,1950
132,1450,7,1920,624,288,5350,1,3,0,7,1965
98,1344,5,1916,624,513,4571,1,4,0,7,1950
114,1017,5,1900,346,308,9143,1,2,0,5,2003
130,2350,5,1920,973,393,9600,2,4,0,10,1960
129.5,2058,6,1917,735,396,9600,1,3,1,8,1950
129.4,1540,5,1905,572,0,6000,1,3,0,7,2005
161,1378,7,1928,689,360,9600,2,3,1,7,2005
163,1912,6,1905,482,672,10800,2,3,1,7,2000
128,1484,6,1914,742,0,6300,2,3,1,9,2001
122,2358,8,1872,684,0,5250,2,4,0,8,1987
116.9,1111,7,1926,572,288,5700,1,2,1,5,1950
325,2775,10,1893,1237,880,13500,3,3,1,9,2000
55,1086,2,1920,723,400,11340,1,2,0,5,1950
184,2495,7,1890,1313,342,10800,2,5,1,10,1999
110,984,5,1959,984,308,9750,1,2,0,5,1959
131.5,1795,5,1954,1050,352,12150,2,4,0,7,1954
97,882,5,1956,0,308,12702,1,2,0,4,1956
115.5,1093,4,1958,869,308,8516,1,2,0,5,2006
138,1143,5,1928,1008,288,7111,1,2,1,5,1983
108,1668,7,1945,672,252,7425,1,3,0,8,1950
79.5,935,5,1930,742,308,9100,1,2,0,4,1960
153,1738,5,1935,1024,240,7010,2,3,1,6,1950
109.5,784,5,1924,784,0,6130,1,2,0,5,1950
124,1210,5,1941,672,240,5000,1,3,0,6,2006
106.9,1290,6,1900,554,200,5870,1,3,0,6,2000
164.9,1672,6,1940,981,240,6000,1,3,1,6,1989
119,949,5,1924,949,370,6000,1,2,1,5,2003
120,1158,6,1929,862,208,6000,1,3,1,5,1950
157,1497,6,1937,825,672,6000,2,3,0,5,2000
105,1342,6,1939,739,240,6000,2,2,1,7,1950
113,1013,6,1926,992,160,5000,1,3,0,6,1950
115,1216,5,1920,565,355,5520,1,3,1,6,1997
79,896,4,1946,0,280,5940,1,2,0,4,1950
123,1136,4,1929,704,336,6240,1,2,0,6,1950
81.3,808,5,1945,0,164,6120,1,1,0,6,1995
162.9,1573,5,1930,1078,360,6240,2,3,1,8,1992
150,2009,7,1939,989,400,6240,2,4,1,7,1950
123.5,1902,5,1923,1100,576,6120,2,4,0,7,1950
129.9,1774,7,1931,952,468,6120,2,2,2,8,1950
128,1362,6,1920,611,502,6155,2,3,0,6,1999
68.5,520,4,1927,520,240,6324,1,1,0,4,1950
127,1285,5,1948,672,240,8635,1,2,0,6,2001
207,1848,6,1923,833,370,13053,1,4,1,8,2000
184,1820,7,1925,1026,240,9120,2,4,0,8,1950
162.5,1716,6,1915,810,672,9144,2,4,0,8,2004
145,1505,5,1940,883,240,9144,1,3,0,8,1982
130,838,6,1918,816,275,10267,1,2,0,5,2000
160,1984,6,1910,1242,360,8094,2,5,0,8,1983
161,1666,8,1925,588,228,5100,1,3,1,7,1996
127.5,1609,6,1910,796,228,4347,1,3,0,7,1950
93.85,768,6,1930,768,440,6291,1,1,0,4,1950
136,1536,6,1952,768,308,10266,1,4,0,7,1952
141,1969,6,1938,1272,400,6876,2,4,1,9,1958
120,1308,5,1915,880,400,10320,2,2,0,6,1978
127.5,1040,6,1925,1040,320,7200,1,2,0,5,1992
127,1236,6,1925,768,384,7006,2,3,1,6,1950
89.5,1406,6,1920,319,0,7920,1,3,0,6,1950
125,825,5,1955,825,720,8235,1,2,0,4,1995
79.9,1198,6,1920,901,0,5586,1,4,0,7,1998
85,759,5,1912,451,576,10320,1,1,0,5,1991
82.375,1344,3,1915,536,0,10320,2,3,0,8,1950
135,1469,6,1906,756,216,10320,1,3,0,7,1995
124,1054,5,1947,1046,240,9488,1,3,0,6,1993
134,1211,5,1968,952,322,8250,1,3,1,5,1968
135,1271,5,1948,720,312,21286,2,4,1,7,1950
134.432,1588,4,1959,0,680,17120,2,4,1,7,1959
127.5,1355,5,1940,644,0,10106,2,4,0,6,1999
148,1075,5,1963,981,440,11235,1,3,0,6,1963
129.5,1040,5,1965,1040,384,11200,1,3,0,5,1965
157.5,1096,6,1978,1008,484,13014,1,3,1,6,1978
109.9,904,5,1966,876,408,7162,1,3,0,6,1966
145,992,5,1967,992,294,10265,1,3,0,6,2005
130,894,5,1967,894,450,9764,1,3,0,5,2003
153,1034,6,1978,450,504,7703,1,3,1,6,1978
120,1073,5,1967,1073,270,9981,1,3,0,6,1967
152,1126,5,1984,1060,506,7400,1,2,0,5,1984
108.959,1258,4,1969,1198,400,12900,0,0,0,6,1969
95.541,1140,5,1920,1300,400,12900,1,3,0,6,1950
80,1006,5,1959,1006,0,9000,1,3,0,5,1959
149.35,1228,5,1966,1228,271,8544,1,3,0,6,2006
144.9,960,5,1963,960,300,9239,1,3,0,6,2003
185,1188,6,1956,988,621,14175,1,1,1,4,1956
165,1383,5,1954,1383,354,13284,1,3,1,6,1954
235,1252,6,1960,1602,564,13500,1,1,1,4,1975
140,1601,5,1958,533,300,13825,1,3,0,6,1987
108,672,5,1940,672,240,10200,1,2,0,4,1997
145,1721,5,1960,988,626,10532,2,3,2,7,1960
152.4,1350,5,1941,576,627,8375,1,2,0,6,1973
144,904,5,1970,864,912,10200,1,3,0,5,1970
173,1291,6,1996,1291,431,2887,1,2,1,6,1997
192,2022,7,1977,1160,505,10005,2,4,1,8,1977
245,1524,7,1979,1524,478,20270,2,3,2,7,1979
241.5,1363,7,1954,1385,439,39104,1,2,2,5,2005
256,1663,4,1954,1364,529,53227,1,2,2,6,1994
177,1357,6,1959,1019,312,11512,1,2,1,5,2006
125.6,1079,7,1948,570,249,5190,1,2,1,5,1950
155,1094,6,1953,1094,495,10452,1,3,2,5,1953
240,2358,6,1908,907,360,45600,3,5,1,10,1997
260,1518,5,1940,1580,0,19550,1,2,2,5,2007
185,1674,6,1918,1163,396,21780,2,4,1,8,1950
235,2108,6,1935,1127,540,13728,2,4,2,7,1986
159.9,1509,5,1956,1509,322,9571,1,3,1,6,1956
99.6,864,5,1975,864,0,9350,1,2,0,4,1975
134.5,1269,6,1962,621,280,9360,1,3,0,7,2001
119,1367,5,1900,861,384,8405,1,4,0,7,1950
107.5,1347,5,1910,1117,0,7000,1,3,0,5,1991
125,1164,5,1950,1164,240,10880,1,3,0,5,1950
79,1096,6,1924,572,0,9600,1,2,0,5,1950
95,1111,5,1941,616,200,9084,1,3,0,5,1950
262.28,2329,7,1990,1475,514,11839,2,4,1,10,1990
260,2814,6,1995,1077,614,9771,2,4,1,9,2002
226.5,1626,7,1994,1602,534,9938,2,3,1,7,1994
225,2200,7,1993,812,453,14171,2,4,1,9,1994
229,2037,7,1996,672,472,10541,2,3,1,8,1996
177.439,1356,7,2007,628,484,10616,2,3,1,6,2007
248.5,1615,8,2007,1615,864,9345,2,3,1,7,2007
475,2276,9,2008,2271,1348,11778,2,3,2,7,2008
395.039,1766,9,2008,1751,874,11778,2,3,2,8,2008
228,2097,7,1993,1080,678,11228,2,3,1,9,1993
225,1511,8,1995,1401,811,11454,2,3,1,6,1995
195,1643,6,1966,1182,438,11500,2,2,1,6,1966
200,1688,6,1997,616,603,12798,2,4,0,8,1997
155,990,5,1994,990,528,9750,1,3,0,5,1994
